Row(reviewTime=u'01 2, 2013', avgRating=4.228070175438597, avgtime=1357084800.0)
Row(reviewTime=u'11 9, 2013', avgRating=4.3076923076923075, avgtime=1383955200.0)
Row(reviewTime=u'11 10, 2013', avgRating=4.05, avgtime=1384041600.0)
Row(reviewTime=u'11 11, 2013', avgRating=4.0, avgtime=1384128000.0)
Row(reviewTime=u'11 12, 2013', avgRating=4.095238095238095, avgtime=1384214400.0)
Row(reviewTime=u'11 13, 2013', avgRating=4.141025641025641, avgtime=1384300800.0)
Row(reviewTime=u'11 14, 2013', avgRating=4.162162162162162, avgtime=1384387200.0)
Row(reviewTime=u'11 15, 2013', avgRating=4.333333333333333, avgtime=1384473600.0)
Row(reviewTime=u'11 16, 2013', avgRating=3.8360655737704916, avgtime=1384560000.0)
Row(reviewTime=u'11 17, 2013', avgRating=4.217391304347826, avgtime=1384646400.0)
Row(reviewTime=u'11 18, 2013', avgRating=4.208333333333333, avgtime=1384732800.0)
Row(reviewTime=u'11 19, 2013', avgRating=4.137931034482759, avgtime=1384819200.0)
Row(reviewTime=u'11 20, 2013', avgRating=4.279411764705882, avgtime=1384905600.0)
Row(reviewTime=u'11 21, 2013', avgRating=4.151515151515151, avgtime=1384992000.0)
Row(reviewTime=u'11 22, 2013', avgRating=4.092307692307692, avgtime=1385078400.0)
Row(reviewTime=u'11 23, 2013', avgRating=4.27906976744186, avgtime=1385164800.0)
Row(reviewTime=u'11 24, 2013', avgRating=4.125, avgtime=1385251200.0)
Row(reviewTime=u'11 25, 2013', avgRating=4.148648648648648, avgtime=1385337600.0)
Row(reviewTime=u'11 26, 2013', avgRating=3.9855072463768115, avgtime=1385424000.0)
Row(reviewTime=u'11 27, 2013', avgRating=4.025974025974026, avgtime=1385510400.0)
Row(reviewTime=u'11 28, 2013', avgRating=4.0588235294117645, avgtime=1385596800.0)
Row(reviewTime=u'11 29, 2013', avgRating=3.8333333333333335, avgtime=1385683200.0)
Row(reviewTime=u'11 30, 2013', avgRating=4.131147540983607, avgtime=1385769600.0)
Row(reviewTime=u'12 1, 2013', avgRating=3.8194444444444446, avgtime=1385856000.0)
Row(reviewTime=u'12 2, 2013', avgRating=4.038461538461538, avgtime=1385942400.0)
Row(reviewTime=u'12 3, 2013', avgRating=3.9375, avgtime=1386028800.0)
Row(reviewTime=u'12 4, 2013', avgRating=3.972972972972973, avgtime=1386115200.0)
Row(reviewTime=u'12 5, 2013', avgRating=3.9489795918367347, avgtime=1386201600.0)
Row(reviewTime=u'12 6, 2013', avgRating=3.86734693877551, avgtime=1386288000.0)
Row(reviewTime=u'12 7, 2013', avgRating=4.01010101010101, avgtime=1386374400.0)
Row(reviewTime=u'12 8, 2013', avgRating=3.732394366197183, avgtime=1386460800.0)
Row(reviewTime=u'12 9, 2013', avgRating=4.048076923076923, avgtime=1386547200.0)
Row(reviewTime=u'12 10, 2013', avgRating=4.11340206185567, avgtime=1386633600.0)
Row(reviewTime=u'12 11, 2013', avgRating=4.348314606741573, avgtime=1386720000.0)
Row(reviewTime=u'12 12, 2013', avgRating=4.134020618556701, avgtime=1386806400.0)
Row(reviewTime=u'12 13, 2013', avgRating=3.9473684210526314, avgtime=1386892800.0)
Row(reviewTime=u'12 14, 2013', avgRating=3.941860465116279, avgtime=1386979200.0)
Row(reviewTime=u'12 15, 2013', avgRating=4.0131578947368425, avgtime=1387065600.0)
Row(reviewTime=u'12 16, 2013', avgRating=3.911111111111111, avgtime=1387152000.0)
Row(reviewTime=u'12 17, 2013', avgRating=4.093023255813954, avgtime=1387238400.0)
Row(reviewTime=u'12 18, 2013', avgRating=4.262626262626263, avgtime=1387324800.0)
Row(reviewTime=u'12 19, 2013', avgRating=4.3023255813953485, avgtime=1387411200.0)
Row(reviewTime=u'12 20, 2013', avgRating=4.012820512820513, avgtime=1387497600.0)
Row(reviewTime=u'12 21, 2013', avgRating=4.041666666666667, avgtime=1387584000.0)
Row(reviewTime=u'12 22, 2013', avgRating=3.927536231884058, avgtime=1387670400.0)
Row(reviewTime=u'12 23, 2013', avgRating=4.151898734177215, avgtime=1387756800.0)
Row(reviewTime=u'12 24, 2013', avgRating=4.212121212121212, avgtime=1387843200.0)
Row(reviewTime=u'12 25, 2013', avgRating=4.123711340206185, avgtime=1387929600.0)
Row(reviewTime=u'12 26, 2013', avgRating=4.1085714285714285, avgtime=1388016000.0)
Row(reviewTime=u'12 27, 2013', avgRating=4.328042328042328, avgtime=1388102400.0)
Row(reviewTime=u'12 28, 2013', avgRating=4.109090909090909, avgtime=1388188800.0)
Row(reviewTime=u'12 29, 2013', avgRating=4.19205298013245, avgtime=1388275200.0)
Row(reviewTime=u'12 30, 2013', avgRating=4.309027777777778, avgtime=1388361600.0)
Row(reviewTime=u'12 31, 2013', avgRating=4.309160305343512, avgtime=1388448000.0)
