Row(reviewTime=u'01 2, 2013', avgRating=4.393939393939394, avgtime=1357084800.0)
Row(reviewTime=u'11 11, 2013', avgRating=4.4, avgtime=1384128000.0)
Row(reviewTime=u'11 12, 2013', avgRating=4.8, avgtime=1384214400.0)
Row(reviewTime=u'11 13, 2013', avgRating=4.4411764705882355, avgtime=1384300800.0)
Row(reviewTime=u'11 14, 2013', avgRating=3.9411764705882355, avgtime=1384387200.0)
Row(reviewTime=u'11 15, 2013', avgRating=4.041666666666667, avgtime=1384473600.0)
Row(reviewTime=u'11 16, 2013', avgRating=4.2105263157894735, avgtime=1384560000.0)
Row(reviewTime=u'11 17, 2013', avgRating=4.0, avgtime=1384646400.0)
Row(reviewTime=u'11 18, 2013', avgRating=4.2727272727272725, avgtime=1384732800.0)
Row(reviewTime=u'11 19, 2013', avgRating=3.8666666666666667, avgtime=1384819200.0)
Row(reviewTime=u'11 20, 2013', avgRating=4.0625, avgtime=1384905600.0)
Row(reviewTime=u'11 21, 2013', avgRating=4.255813953488372, avgtime=1384992000.0)
Row(reviewTime=u'11 22, 2013', avgRating=4.5, avgtime=1385078400.0)
Row(reviewTime=u'11 23, 2013', avgRating=4.25, avgtime=1385164800.0)
Row(reviewTime=u'11 24, 2013', avgRating=4.5, avgtime=1385251200.0)
Row(reviewTime=u'11 25, 2013', avgRating=4.097560975609756, avgtime=1385337600.0)
Row(reviewTime=u'11 26, 2013', avgRating=4.184210526315789, avgtime=1385424000.0)
Row(reviewTime=u'11 27, 2013', avgRating=4.147058823529412, avgtime=1385510400.0)
Row(reviewTime=u'11 28, 2013', avgRating=4.107142857142857, avgtime=1385596800.0)
Row(reviewTime=u'11 29, 2013', avgRating=4.361111111111111, avgtime=1385683200.0)
Row(reviewTime=u'11 30, 2013', avgRating=4.023809523809524, avgtime=1385769600.0)
Row(reviewTime=u'12 1, 2013', avgRating=4.451612903225806, avgtime=1385856000.0)
Row(reviewTime=u'12 2, 2013', avgRating=4.212765957446808, avgtime=1385942400.0)
Row(reviewTime=u'12 3, 2013', avgRating=4.195121951219512, avgtime=1386028800.0)
Row(reviewTime=u'12 4, 2013', avgRating=4.108695652173913, avgtime=1386115200.0)
Row(reviewTime=u'12 5, 2013', avgRating=4.0, avgtime=1386201600.0)
Row(reviewTime=u'12 6, 2013', avgRating=3.979591836734694, avgtime=1386288000.0)
Row(reviewTime=u'12 7, 2013', avgRating=4.232558139534884, avgtime=1386374400.0)
Row(reviewTime=u'12 8, 2013', avgRating=4.023809523809524, avgtime=1386460800.0)
Row(reviewTime=u'12 9, 2013', avgRating=4.293103448275862, avgtime=1386547200.0)
Row(reviewTime=u'12 10, 2013', avgRating=3.9836065573770494, avgtime=1386633600.0)
Row(reviewTime=u'12 11, 2013', avgRating=4.163636363636364, avgtime=1386720000.0)
Row(reviewTime=u'12 12, 2013', avgRating=3.843137254901961, avgtime=1386806400.0)
Row(reviewTime=u'12 13, 2013', avgRating=4.046511627906977, avgtime=1386892800.0)
Row(reviewTime=u'12 14, 2013', avgRating=4.162162162162162, avgtime=1386979200.0)
Row(reviewTime=u'12 15, 2013', avgRating=4.256410256410256, avgtime=1387065600.0)
Row(reviewTime=u'12 16, 2013', avgRating=4.611111111111111, avgtime=1387152000.0)
Row(reviewTime=u'12 17, 2013', avgRating=4.339622641509434, avgtime=1387238400.0)
Row(reviewTime=u'12 18, 2013', avgRating=4.395348837209302, avgtime=1387324800.0)
Row(reviewTime=u'12 19, 2013', avgRating=4.133333333333334, avgtime=1387411200.0)
Row(reviewTime=u'12 20, 2013', avgRating=4.185185185185185, avgtime=1387497600.0)
Row(reviewTime=u'12 21, 2013', avgRating=4.170212765957447, avgtime=1387584000.0)
Row(reviewTime=u'12 22, 2013', avgRating=4.428571428571429, avgtime=1387670400.0)
Row(reviewTime=u'12 23, 2013', avgRating=3.9166666666666665, avgtime=1387756800.0)
Row(reviewTime=u'12 24, 2013', avgRating=4.55, avgtime=1387843200.0)
Row(reviewTime=u'12 25, 2013', avgRating=3.8727272727272726, avgtime=1387929600.0)
Row(reviewTime=u'12 26, 2013', avgRating=4.2, avgtime=1388016000.0)
Row(reviewTime=u'12 27, 2013', avgRating=4.306818181818182, avgtime=1388102400.0)
Row(reviewTime=u'12 28, 2013', avgRating=4.288135593220339, avgtime=1388188800.0)
Row(reviewTime=u'12 29, 2013', avgRating=4.109756097560975, avgtime=1388275200.0)
Row(reviewTime=u'12 30, 2013', avgRating=4.212121212121212, avgtime=1388361600.0)
Row(reviewTime=u'12 31, 2013', avgRating=4.419642857142857, avgtime=1388448000.0)
